legacy_view,target_surface,proposed_target_class,wave,behavior_inventory,required_tests,disposition
resources/views/vendor/voyager/multilingual/orders.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/order.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/order_create.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/comments.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/id.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/invoice.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/is_admin_order.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/items.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/painter.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/payment.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/payment_request.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/status.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/user.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders/user_data.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/orders.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/partials/orders/bot_scripts.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/partials/orders/styles.blade.php,Order Resource Page/Section/Action,App\Filament\Clusters\Crm\Resources\OrderResource,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/partials/seo-meta-generator-button.blade.php,SEO Resource/Action,App\Filament\Clusters\Seo\Resources\SeoMetaSuggestionResource,7-content-seo,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate
resources/views/vendor/voyager/seo-meta-suggestions/browse.blade.php,SEO Resource/Action,App\Filament\Clusters\Seo\Resources\SeoMetaSuggestionResource,7-content-seo,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate
resources/views/vendor/voyager/user_filter.blade.php,Scoped user selector,App\Filament\Clusters\Crm\Resources\OrderResource\Pages\CreateOrder,1-orders-crm,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,replace_with_reactive_scoped_component
resources/views/vendor/voyager/users/edit-add.blade.php,User Resource schema/page,App\Filament\Clusters\Access\Resources\UserResource,2-users-roles,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
resources/views/vendor/voyager/users/read.blade.php,User Resource schema/page,App\Filament\Clusters\Access\Resources\UserResource,2-users-roles,"Capture fields, conditional visibility, buttons/actions, routes, JS events, translations, files, side effects and role guards before replacement",Legacy characterization + target Livewire/component test + role/locale/action parity; visual comparison only during implementation UAT,migrate_behavior_not_markup
